Sat.EarthMJ2000Eq.X,Sat.EarthMJ2000Eq.Y,Sat.EarthMJ2000Eq.Z,Sat.ElapsedSecs
335123.2952292196,-117119.5686653719,-29615.90277869812,1801609.525087138
336390.8340578681,-116341.8516682894,-29416.47982317381,1802920.565963374
337706.4544706899,-115489.2638986351,-29176.70509685051,1804232.046566717
339061.2298325851,-114557.4244357242,-28894.38999656702,1805543.802860391
340445.78970933,-113542.7657968808,-28567.79470029449,1806855.709048896
341850.3512178187,-112442.6225223361,-28195.66209509917,1808167.608631938
343264.8657208193,-111255.2355527076,-27777.22450084727,1809479.354076181
344679.0846340962,-109979.8126705534,-27312.22702947322,1810790.765939956
346082.7800736909,-108616.4436478969,-26800.89663979007,1812101.733573654
347465.7471803537,-107166.1959197966,-26243.97423677154,1813412.113113643
348817.9910565251,-105631.0330227867,-25642.68057775966,1814721.797938028
350129.803678592,-104013.8225336978,-24998.71347475862,1816030.688783806
351391.9117022929,-102318.2481524206,-24314.20617111884,1817338.737312122
352595.5259369117,-100548.8239726409,-23591.72503799238,1818645.897918404
352727.1672952822,-100344.9587664953,-23508.02848872134,1818793.191382138
352845.2450786605,-100160.2144482826,-23432.10810946671,1818926.123774413
352966.0471606477,-99969.32151027513,-23353.58902098917,1819062.946105166
353314.6930484883,-99407.28621765252,-23122.00220604286,1819462.7347528
354319.4596784751,-97685.63074142348,-22409.19649404503,1820661.410031386
355329.6559732388,-95772.42667446862,-21612.11868478412,1821953.801208059
356264.8842032558,-93790.74418505268,-20782.33586901046,1823256.504241331
356405.6437057096,-93470.92915337767,-20648.10669952747,1823463.818086486
356506.4515068798,-93237.93282411402,-20550.26922558423,1823614.390197757
356609.1403592321,-92997.047668411,-20449.07975272492,1823769.662634318
356896.67631777,-92302.2801944956,-20157.01946251042,1824215.342489106
357581.8187979021,-90506.04930275609,-19400.7808745932,1825354.30948633
358265.3552940459,-88452.72452967,-18535.00391691091,1826637.198280112
358859.6325473499,-86347.7707999617,-17647.0192758076,1827937.007364398
359353.3779388523,-84224.04580664668,-16751.67841546695,1829238.471799227
359744.6240436244,-82093.01470683872,-15854.82108908384,1830539.986031363
360033.2403365051,-79963.71730494646,-14961.25030420297,1831841.493242816
360220.1824124056,-77844.90628850773,-14075.62401145322,1833143.092691561
360307.4154698992,-75745.18928487865,-13202.50516782768,1834444.895899447
360297.888427426,-73672.97644832966,-12346.32997989787,1835747.003731574
360195.5068932147,-71636.41351884001,-11511.37018906266,1837049.492883612
360005.0950058593,-69643.26059419318,-10701.67350200294,1838352.438352327
359732.3508410517,-67700.85399299736,-9921.038753290917,1839655.88514728
359383.7971320193,-65816.03724371101,-9172.978493021643,1840959.839969175
358966.7090997029,-63995.03159674497,-8460.658467774127,1842264.308172476
358489.0476696998,-62243.40867441556,-7786.879028213438,1843569.265860587
357959.3827423842,-60566.03110112866,-7154.044165347761,1844874.655568961
357386.7903249947,-58966.94854393681,-6564.115278233788,1846180.423457804
356780.7688623959,-57449.39162132978,-6018.603742297259,1847486.488854338
356151.1321605536,-56015.71308718173,-5518.544802367286,1848792.760486866
355507.9062201701,-54667.36500204898,-5064.486535010922,1850099.131711177
354861.1909657419,-53404.82315598138,-4656.463838328244,1851405.540237576
354228.4863444049,-52240.92031992686,-4297.997870101215,1852696.637911408
